age,job,marital,deposit
31,blue-collar,single,no
38,technician,divorced,no
30,admin.,married,no
50,technician,married,no
50,management,married,no
47,unemployed,married,no
29,blue-collar,married,no
34,entrepreneur,married,no
54,management,married,no
43,admin.,married,no
47,blue-collar,married,no
55,retired,married,no
35,services,married,no
32,blue-collar,married,no
49,blue-collar,married,no
39,management,single,no
32,technician,married,no
49,blue-collar,married,no
32,blue-collar,single,no
47,management,married,no
42,blue-collar,single,no
52,admin.,married,no
31,technician,single,no
52,blue-collar,divorced,no
38,management,married,no
53,blue-collar,married,no
40,technician,married,no
31,admin.,married,no
53,technician,married,no
46,blue-collar,married,no
49,admin.,married,no
34,technician,single,no
63,entrepreneur,married,no
41,technician,married,no
55,blue-collar,married,no
29,entrepreneur,single,no
47,blue-collar,married,no
37,blue-collar,married,no
38,technician,single,no
29,technician,single,no
41,management,married,no
53,technician,married,no
40,retired,single,no
56,services,divorced,no
34,management,single,no
28,management,single,no
41,self-employed,married,no
32,unemployed,married,no
51,blue-collar,married,no
33,blue-collar,married,no
34,blue-collar,single,no
26,unemployed,married,no
31,technician,married,no
39,entrepreneur,married,no
50,management,married,no
33,services,married,no
44,technician,married,no
38,blue-collar,married,no
33,blue-collar,married,no
32,blue-collar,single,no
33,management,single,no
55,technician,married,no
27,blue-collar,married,no
39,management,divorced,no
21,services,single,no
57,blue-collar,married,no
29,self-employed,married,no
45,admin.,single,no
46,management,single,no
47,admin.,married,no
44,blue-collar,single,no
43,self-employed,single,no
44,management,married,no
52,retired,married,no
33,technician,divorced,no
27,technician,married,no
43,management,divorced,no
29,admin.,married,no
43,management,married,no
34,blue-collar,married,no
30,management,single,no
56,management,married,no
46,admin.,divorced,no
42,technician,married,no
51,blue-collar,married,no
30,blue-collar,married,no
41,management,married,no
57,retired,married,no
36,blue-collar,married,no
47,blue-collar,single,no
37,admin.,divorced,no
33,technician,married,no
49,management,divorced,no
34,management,married,no
54,blue-collar,married,no
39,blue-collar,married,no
58,retired,single,no
36,blue-collar,married,no
46,management,married,no
31,admin.,married,no
31,technician,single,no
50,blue-collar,divorced,no
40,management,married,no
47,blue-collar,married,no
26,management,single,no
29,technician,single,no
38,management,married,no
57,services,married,no
47,blue-collar,married,no
56,blue-collar,married,no
37,entrepreneur,married,no
66,management,married,no
49,unemployed,married,no
31,unknown,married,no
30,management,single,no
42,blue-collar,divorced,no
55,technician,married,no
33,admin.,single,no
33,management,married,no
43,blue-collar,married,no
32,unemployed,married,no
42,blue-collar,married,no
53,entrepreneur,single,no
42,management,married,no
37,admin.,married,no
31,services,married,no
57,admin.,divorced,no
33,admin.,married,no
57,management,married,no
30,technician,divorced,no
31,management,married,no
33,technician,married,no
33,blue-collar,married,no
53,management,married,no
38,blue-collar,divorced,no
60,blue-collar,married,no
36,technician,single,no
27,services,single,no
32,entrepreneur,single,no
45,blue-collar,married,no
28,management,single,no
57,retired,married,no
37,self-employed,married,no
47,management,married,no
35,management,married,no
32,blue-collar,divorced,no
41,admin.,single,no
35,technician,married,no
26,technician,single,no
47,technician,divorced,no
36,blue-collar,married,no
46,management,married,no
30,management,single,no
44,blue-collar,married,no
47,technician,divorced,no
49,blue-collar,married,no
55,technician,married,no
56,blue-collar,married,no
28,services,married,no
34,admin.,divorced,no
55,management,married,no
27,student,single,no
38,management,divorced,no
43,services,married,no
55,management,divorced,no
30,blue-collar,married,no
48,blue-collar,married,no
30,blue-collar,married,no
58,housemaid,married,no
39,unknown,single,no
35,technician,single,no
41,blue-collar,married,no
32,technician,married,no
48,technician,married,no
76,retired,married,no
43,management,married,no
46,unknown,married,no
59,retired,married,no
29,management,single,no
31,technician,married,no
36,admin.,married,no
46,self-employed,single,no
37,management,married,no
48,technician,married,no
31,management,single,no
39,blue-collar,divorced,no
39,management,single,no
39,housemaid,married,no
55,management,married,no
54,retired,married,no
32,housemaid,married,no
37,blue-collar,married,no
36,services,married,no
60,retired,married,no
25,services,single,no
50,management,married,no
59,retired,married,no
58,unemployed,married,no
49,technician,single,no
47,technician,married,no
38,services,married,no
32,management,single,no
40,blue-collar,single,no
50,technician,married,no
35,management,single,no
47,admin.,married,no
27,admin.,single,no
48,housemaid,single,no
40,blue-collar,married,no
35,self-employed,married,no
39,housemaid,married,no
34,blue-collar,married,no
36,admin.,single,no
56,blue-collar,divorced,no
30,technician,married,no
51,blue-collar,married,no
41,blue-collar,married,no
35,admin.,married,no
53,management,married,no
25,blue-collar,single,no
34,management,single,no
29,services,single,no
33,services,married,no
43,admin.,married,no
47,blue-collar,married,no
35,admin.,single,no
49,entrepreneur,married,no
41,services,married,no
49,services,married,no
44,blue-collar,married,no
32,services,single,no
27,self-employed,single,no
53,technician,married,no
55,admin.,married,no
60,retired,married,no
27,management,single,no
58,self-employed,married,no
42,blue-collar,married,no
31,services,married,no
30,management,single,no
32,management,single,no
56,self-employed,married,no
57,retired,divorced,no
57,management,married,no
39,technician,married,no
37,blue-collar,married,no
32,management,married,no
41,blue-collar,married,no
49,unemployed,married,no
36,blue-collar,divorced,no
58,retired,married,no
58,technician,married,no
33,services,married,no
31,management,single,no
46,blue-collar,divorced,no
42,unemployed,divorced,no
46,admin.,married,no
47,management,married,no
42,self-employed,married,no
53,entrepreneur,married,no
31,admin.,married,no
39,blue-collar,married,no
57,blue-collar,married,no
29,blue-collar,single,no
32,blue-collar,single,no
38,self-employed,married,no
34,self-employed,single,no
35,admin.,married,no
55,blue-collar,married,no
42,management,married,no
32,management,married,no
50,management,divorced,no
56,admin.,married,no
36,technician,single,no
49,management,married,no
48,management,married,no
32,technician,single,no
35,management,married,no
48,management,married,no
40,services,single,no
55,retired,married,no
50,blue-collar,married,no
55,technician,married,no
26,blue-collar,single,no
34,technician,married,no
45,management,married,no
44,entrepreneur,married,no
34,management,married,no
39,services,single,no
31,management,single,no
27,management,single,no
41,management,married,no
45,technician,married,no
28,services,single,no
39,unemployed,married,no
31,technician,single,no
31,management,married,no
31,admin.,single,no
35,technician,single,no
32,technician,single,no
49,management,married,no
42,entrepreneur,married,no
31,management,single,no
35,services,single,no
31,technician,single,no
45,admin.,single,no
24,blue-collar,single,no
49,self-employed,divorced,no
36,self-employed,married,no
28,blue-collar,single,no
54,retired,married,no
27,blue-collar,single,no
34,management,divorced,no
40,management,single,no
32,admin.,single,no
41,admin.,married,no
38,services,single,no
35,admin.,single,no
31,technician,married,no
47,entrepreneur,married,no
41,admin.,married,no
29,admin.,single,no
33,management,married,no
89,retired,married,no
54,blue-collar,married,no
72,retired,married,no
29,blue-collar,married,no
41,blue-collar,married,no
39,housemaid,married,no
41,services,divorced,no
31,blue-collar,married,no
32,services,married,no
52,admin.,married,no
41,entrepreneur,married,no
45,management,married,no
29,admin.,single,no
32,admin.,married,no
35,blue-collar,married,no
54,technician,married,no
41,self-employed,married,no
42,blue-collar,married,no
59,management,divorced,no
58,retired,married,no
32,services,single,no
56,technician,single,no
50,management,divorced,no
45,services,married,no
59,retired,married,no
47,blue-collar,married,no
54,management,single,no
40,services,married,no
37,management,married,no
29,blue-collar,married,no
36,blue-collar,married,no
33,management,married,no
32,management,divorced,no
53,technician,married,no
33,services,married,no
36,admin.,married,no
43,unemployed,divorced,no
45,self-employed,married,no
52,services,married,no
48,blue-collar,divorced,no
40,management,married,no
31,technician,married,no
34,services,single,no
54,blue-collar,married,no
40,management,married,no
55,unemployed,single,no
33,management,married,no
50,management,married,no
59,retired,divorced,no
40,services,married,no
45,admin.,married,no
32,management,married,no
50,blue-collar,married,no
58,blue-collar,married,no
38,management,married,no
57,technician,married,no
31,blue-collar,married,no
69,retired,married,no
26,admin.,single,no
30,admin.,married,no
49,blue-collar,married,no
36,blue-collar,married,no
37,technician,married,no
55,blue-collar,divorced,no
36,management,single,no
31,self-employed,married,no
30,technician,divorced,no
36,services,married,no
50,self-employed,married,no
53,unknown,married,no
39,services,married,no
31,technician,married,no
49,blue-collar,married,no
35,services,married,no
45,blue-collar,married,no
30,management,single,no
47,self-employed,married,no
37,blue-collar,married,no
35,technician,married,no
41,management,single,no
35,unemployed,married,no
60,retired,married,no
58,technician,married,no
28,management,married,no
57,unemployed,married,no
35,management,married,no
54,admin.,married,no
31,management,single,no
32,blue-collar,single,no
56,admin.,single,no
35,self-employed,married,no
33,blue-collar,married,no
50,technician,married,no
46,management,single,no
35,services,married,no
49,admin.,married,no
56,management,divorced,no
33,blue-collar,single,no
37,entrepreneur,married,no
30,blue-collar,single,no
34,admin.,single,no
29,blue-collar,single,no
32,management,married,no
29,blue-collar,married,no
50,blue-collar,married,no
58,technician,single,no
30,management,married,no
52,entrepreneur,married,no
39,management,married,no
43,technician,divorced,no
51,technician,married,no
38,admin.,single,no
30,self-employed,single,no
52,management,divorced,no
40,technician,married,no
37,technician,married,no
30,blue-collar,married,no
51,management,married,no
27,technician,single,no
35,blue-collar,married,no
47,admin.,married,no
29,blue-collar,married,no
52,admin.,married,no
43,admin.,single,no
31,blue-collar,married,no
54,blue-collar,married,no
59,housemaid,married,no
51,blue-collar,married,no
32,management,married,no
42,blue-collar,married,no
46,blue-collar,married,no
30,technician,single,no
42,management,divorced,no
39,blue-collar,married,no
31,management,single,no
35,blue-collar,married,no
34,admin.,married,no
42,technician,divorced,no
57,management,married,no
38,management,single,no
29,blue-collar,single,no
46,management,married,no
48,management,married,no
33,technician,married,no
59,admin.,single,no
23,technician,single,no
37,blue-collar,married,no
40,technician,single,no
44,blue-collar,divorced,no
37,blue-collar,single,no
28,services,single,no
39,technician,single,no
57,retired,divorced,no
38,blue-collar,single,no
60,blue-collar,married,no
38,management,divorced,no
26,student,single,no
32,blue-collar,married,no
35,management,single,no
30,management,single,no
37,blue-collar,married,no
36,blue-collar,married,no
34,admin.,single,no
28,blue-collar,married,no
37,blue-collar,married,no
31,services,single,no
34,blue-collar,married,no
28,technician,single,no
38,technician,married,no
80,retired,married,no
59,retired,married,no
54,management,married,no
29,blue-collar,single,no
39,technician,married,no
30,technician,single,no
41,services,divorced,no
48,technician,married,no
26,blue-collar,married,no
55,admin.,married,no
36,admin.,single,no
31,services,married,no
35,blue-collar,married,no
30,management,married,no
26,blue-collar,single,no
32,management,married,no
43,blue-collar,divorced,no
48,admin.,married,no
49,technician,married,no
34,blue-collar,married,no
27,blue-collar,single,no
31,admin.,single,no
35,technician,single,no
40,admin.,married,no
39,services,married,no
19,student,single,no
40,services,married,no
25,admin.,single,no
38,technician,divorced,no
62,blue-collar,married,no
27,services,married,no
40,technician,married,no
56,management,married,no
33,management,married,no
52,blue-collar,married,no
33,blue-collar,married,no
38,services,married,no
27,services,married,no
54,retired,married,no
35,admin.,married,no
41,blue-collar,single,no
28,blue-collar,single,no
55,management,divorced,no
56,admin.,single,no
33,blue-collar,single,no
42,technician,married,no
34,student,single,no
35,technician,single,no
46,technician,divorced,no
31,self-employed,single,no
48,self-employed,married,no
38,technician,married,no
47,services,married,no
48,management,married,no
57,technician,married,no
30,admin.,married,no
39,blue-collar,married,no
31,management,single,no
44,blue-collar,married,no
38,services,married,no
58,unknown,married,no
42,management,married,no
33,management,married,no
55,retired,married,no
34,blue-collar,married,no
30,unknown,single,no
35,technician,single,no
35,technician,married,no
56,retired,married,no
27,management,single,no
39,self-employed,divorced,no
36,admin.,married,no
35,self-employed,married,no
34,housemaid,single,no
28,unemployed,single,no
37,technician,married,no
57,technician,married,no
34,services,married,no
38,management,single,no
48,technician,married,no
35,admin.,married,no
40,blue-collar,married,no
48,services,divorced,no
54,blue-collar,married,no
49,services,divorced,no
38,technician,married,no
44,entrepreneur,married,no
44,unemployed,married,no
60,admin.,married,no
55,services,single,no
27,student,single,no
33,management,single,no
32,technician,married,no
51,blue-collar,married,no
44,admin.,married,no
49,blue-collar,married,no
42,blue-collar,married,no
35,services,married,no
32,admin.,married,no
39,technician,single,no
54,technician,married,no
35,technician,married,no
41,technician,single,no
35,management,married,no
41,blue-collar,married,no
36,technician,married,no
51,self-employed,married,no
59,unknown,single,no
44,blue-collar,married,no
49,admin.,married,no
37,admin.,single,no
60,technician,divorced,no
40,management,married,no
27,blue-collar,married,no
34,housemaid,married,no
41,technician,married,no
39,services,married,no
34,admin.,married,no
38,blue-collar,divorced,no
56,blue-collar,married,no
42,services,married,no
47,student,single,no
32,blue-collar,married,no
37,blue-collar,married,no
25,student,single,no
29,technician,divorced,no
48,management,divorced,no
39,self-employed,single,no
31,blue-collar,married,no
28,management,single,no
32,management,married,no
35,technician,married,no
51,admin.,married,no
32,blue-collar,married,no
30,blue-collar,married,no
54,management,married,no
41,blue-collar,married,no
35,admin.,single,no
44,technician,married,no
58,management,married,no
43,blue-collar,married,no
52,blue-collar,married,no
60,retired,married,no
32,management,single,no
41,blue-collar,married,no
54,blue-collar,divorced,no
30,blue-collar,single,no
36,technician,single,no
27,admin.,single,no
32,technician,single,no
34,management,married,no
43,admin.,married,no
43,services,married,no
31,management,divorced,no
37,technician,married,no
51,technician,divorced,no
52,blue-collar,married,no
57,blue-collar,married,no
32,technician,single,no
47,admin.,married,no
31,management,married,no
27,blue-collar,single,no
31,blue-collar,single,no
36,admin.,divorced,no
44,blue-collar,married,no
34,blue-collar,married,no
32,housemaid,married,no
52,management,married,no
60,retired,divorced,no
30,services,single,no
48,blue-collar,married,no
39,management,married,no
59,management,divorced,no
42,admin.,married,no
77,retired,married,no
29,technician,married,no
49,technician,divorced,no
57,retired,married,no
37,blue-collar,married,no
35,technician,married,no
63,retired,divorced,no
37,technician,married,no
37,services,married,no
52,admin.,married,no
60,retired,married,no
36,technician,married,no
48,self-employed,married,no
47,entrepreneur,married,no
56,management,divorced,no
45,blue-collar,married,no
53,housemaid,married,no
56,blue-collar,married,no
59,technician,married,no
34,management,married,no
45,unemployed,single,no
32,technician,married,no
60,self-employed,married,no
54,blue-collar,divorced,no
41,services,married,no
44,blue-collar,married,no
40,technician,married,no
40,services,divorced,no
29,technician,married,no
28,technician,married,no
35,management,married,no
33,management,married,no
33,management,single,no
50,retired,married,no
56,management,married,no
37,management,single,no
53,technician,married,no
27,blue-collar,single,no
46,technician,married,no
36,blue-collar,divorced,no
37,admin.,married,no
28,admin.,married,no
40,blue-collar,married,no
48,blue-collar,married,no
46,services,married,no
39,technician,married,no
37,management,single,no
26,admin.,single,no
35,blue-collar,divorced,no
37,management,single,no
32,entrepreneur,married,no
31,admin.,single,no
36,housemaid,single,no
36,management,married,no
38,services,married,no
45,admin.,married,no
58,housemaid,married,no
34,management,married,no
51,blue-collar,married,no
38,technician,single,no
73,retired,married,no
57,technician,married,no
45,management,married,no
34,technician,divorced,no
48,admin.,married,no
39,blue-collar,single,no
35,technician,married,no
58,management,divorced,no
36,management,single,no
43,services,married,no
34,blue-collar,divorced,no
52,technician,married,no
36,unknown,married,no
32,blue-collar,single,no
23,student,single,no
57,blue-collar,married,no
43,blue-collar,married,no
33,admin.,single,no
45,management,divorced,no
31,admin.,single,no
41,self-employed,single,no
47,management,divorced,no
39,services,divorced,no
47,blue-collar,married,no
57,technician,married,no
52,blue-collar,married,no
45,admin.,married,no
42,management,married,no
32,self-employed,married,no
31,technician,single,no
25,blue-collar,single,no
30,technician,married,no
33,blue-collar,married,no
29,blue-collar,married,no
55,retired,married,no
51,admin.,married,no
68,retired,married,no
29,services,single,no
35,self-employed,married,no
38,technician,married,no
39,management,divorced,no
47,technician,married,no
22,management,single,no
44,admin.,married,no
38,technician,single,no
56,services,divorced,no
56,management,married,no
54,management,divorced,no
39,services,married,no
36,blue-collar,married,no
42,admin.,married,no
51,technician,divorced,no
32,management,married,no
31,management,married,no
23,technician,single,no
21,student,single,no
45,admin.,single,no
51,technician,married,no
36,unemployed,single,no
56,blue-collar,married,no
41,technician,married,no
57,retired,married,no
55,blue-collar,married,no
34,management,divorced,no
32,admin.,married,no
41,blue-collar,single,no
32,admin.,divorced,no
53,management,married,no
43,blue-collar,married,no
27,services,married,no
48,technician,single,no
33,services,single,no
41,management,married,no
33,admin.,married,no
25,management,single,no
38,management,married,no
43,self-employed,married,no
56,management,single,no
28,services,married,no
52,self-employed,married,no
32,management,single,no
33,services,single,no
31,technician,single,no
54,technician,married,no
36,technician,married,no
40,admin.,single,no
32,admin.,single,no
27,student,single,no
42,technician,single,no
30,management,married,no
43,technician,single,no
44,management,married,no
46,technician,married,no
36,blue-collar,single,no
44,blue-collar,single,no
30,management,single,no
34,admin.,single,no
20,student,single,no
31,services,married,no
34,blue-collar,married,no
27,technician,single,no
47,management,married,no
56,management,divorced,no
45,technician,divorced,no
35,blue-collar,married,no
32,technician,married,no
44,entrepreneur,married,no
38,services,married,no
32,management,single,no
58,admin.,married,no
35,management,single,no
40,blue-collar,married,no
36,technician,married,no
52,blue-collar,married,no
35,technician,single,no
38,services,single,no
43,admin.,married,no
43,admin.,married,no
35,management,married,no
40,services,married,no
49,technician,divorced,no
35,services,single,no
42,technician,divorced,no
29,unemployed,single,no
26,technician,single,no
44,blue-collar,single,no
29,management,single,no
36,blue-collar,married,no
30,technician,single,no
52,retired,married,no
55,admin.,married,no
30,services,single,no
29,technician,single,no
27,admin.,single,no
58,retired,divorced,no
33,services,married,no
48,admin.,married,no
39,housemaid,married,no
55,blue-collar,married,no
40,blue-collar,single,no
33,management,single,no
56,admin.,married,no
42,blue-collar,married,no
43,unknown,married,no
41,management,married,no
58,admin.,single,no
29,blue-collar,married,no
38,management,married,no
49,blue-collar,divorced,no
55,self-employed,married,no
53,management,married,no
56,admin.,married,no
31,management,single,no
29,technician,single,no
48,admin.,married,no
43,blue-collar,married,no
29,technician,married,no
39,management,single,no
53,management,married,no
48,blue-collar,married,no
34,management,married,no
52,management,single,no
30,admin.,married,no
45,entrepreneur,married,no
54,management,married,no
44,self-employed,married,no
35,entrepreneur,married,no
34,technician,single,no
22,student,single,no
65,retired,married,no
49,management,married,no
38,management,single,no
28,technician,single,no
33,technician,married,no
34,management,married,no
26,student,single,no
37,blue-collar,married,no
40,blue-collar,married,no
28,services,single,no
31,technician,married,no
42,management,married,no
34,technician,divorced,no
34,services,married,no
53,management,married,no
55,entrepreneur,married,no
51,entrepreneur,single,no
58,retired,married,no
35,blue-collar,married,no
35,blue-collar,married,no
31,technician,married,no
32,student,married,no
59,retired,married,no
50,management,divorced,no
37,blue-collar,married,no
30,services,married,no
41,blue-collar,married,no
43,blue-collar,married,no
34,blue-collar,married,no
42,management,married,no
33,management,married,no
26,services,single,no
32,technician,single,no
41,management,married,no
49,technician,divorced,no
51,blue-collar,married,no
43,blue-collar,married,no
45,services,married,no
42,entrepreneur,married,no
37,blue-collar,married,no
59,retired,married,no
31,services,single,no
22,admin.,single,no
30,self-employed,single,no
52,admin.,divorced,no
50,self-employed,married,no
34,admin.,married,no
30,blue-collar,married,no
56,blue-collar,married,no
31,technician,single,no
51,admin.,married,no
33,services,single,no
47,blue-collar,married,no
46,technician,married,no
44,services,divorced,no
51,blue-collar,married,no
39,technician,single,no
41,technician,married,no
33,management,single,no
31,admin.,married,no
60,entrepreneur,divorced,no
34,technician,married,no
58,services,married,no
36,admin.,single,no
42,technician,married,no
44,services,divorced,no
31,services,married,no
51,blue-collar,married,no
59,admin.,married,no
33,admin.,married,no
47,blue-collar,married,no
43,management,divorced,no
44,housemaid,married,no
29,admin.,single,no
30,admin.,married,no
43,management,married,no
53,technician,single,no
46,blue-collar,married,no
41,management,married,no
44,blue-collar,married,no
38,management,married,no
43,management,divorced,no
41,blue-collar,married,no
44,blue-collar,married,no
31,blue-collar,married,no
59,self-employed,married,no
30,management,single,no
35,blue-collar,married,no
57,retired,married,no
53,technician,divorced,no
35,blue-collar,married,no
49,services,married,no
41,management,married,no
40,services,married,no
57,admin.,married,no
38,management,married,no
49,services,married,no
38,management,married,no
26,admin.,married,no
34,admin.,married,no
58,management,married,no
30,services,married,no
52,blue-collar,divorced,no
30,technician,single,no
52,blue-collar,married,no
34,entrepreneur,married,no
33,blue-collar,married,no
34,admin.,married,no
23,admin.,married,no
37,blue-collar,married,no
59,management,married,no
42,management,married,no
50,admin.,divorced,no
41,technician,divorced,no
34,technician,single,no
57,management,married,no
52,services,married,no
61,retired,married,no
31,technician,single,no
27,student,single,no
48,blue-collar,single,no
27,management,single,no
37,blue-collar,married,no
28,student,single,no
34,services,married,no
42,services,single,no
39,admin.,married,no
30,management,married,no
35,blue-collar,married,no
43,housemaid,single,no
33,management,married,no
24,blue-collar,single,no
39,technician,married,no
27,technician,single,no
50,blue-collar,married,no
30,blue-collar,married,no
52,technician,divorced,no
30,admin.,married,no
35,technician,divorced,no
36,admin.,single,no
39,management,single,no
43,admin.,single,no
43,admin.,single,no
46,admin.,married,no
33,admin.,married,no
56,entrepreneur,married,no
60,retired,married,no
48,management,married,no
31,blue-collar,married,no
36,blue-collar,single,no
24,student,single,no
27,blue-collar,married,no
36,admin.,married,no
29,technician,married,no
42,self-employed,married,no
44,management,married,no
42,blue-collar,married,no
39,entrepreneur,married,no
45,management,single,no
36,blue-collar,married,no
34,blue-collar,married,no
43,technician,married,no
32,blue-collar,single,no
38,technician,married,no
29,blue-collar,married,no
28,blue-collar,married,no
33,management,single,no
43,admin.,married,no
42,unemployed,divorced,no
33,management,married,no
32,technician,single,no
42,housemaid,single,no
42,housemaid,married,no
29,blue-collar,single,no
27,management,single,no
38,management,single,no
45,entrepreneur,married,no
32,management,single,no
33,technician,married,no
48,technician,married,no
53,blue-collar,married,no
23,technician,single,no
41,blue-collar,married,no
41,admin.,single,no
50,services,married,no
28,blue-collar,single,no
54,retired,divorced,no
38,services,divorced,no
27,self-employed,married,no
54,management,married,no
28,services,single,no
32,technician,single,no
39,services,married,no
29,technician,single,no
46,admin.,single,no
37,entrepreneur,married,no
30,management,married,no
41,blue-collar,married,no
39,unemployed,married,no
38,blue-collar,married,no
55,management,single,no
29,services,single,no
36,technician,single,no
60,blue-collar,married,no
43,services,divorced,no
45,blue-collar,married,no
36,management,divorced,no
53,blue-collar,married,no
41,self-employed,married,no
51,blue-collar,married,no
34,blue-collar,married,no
29,management,single,no
35,self-employed,single,no
40,management,married,no
26,student,single,no
32,technician,single,no
31,technician,married,no
39,management,single,no
30,technician,married,no
40,technician,married,no
32,blue-collar,married,no
46,admin.,single,no
41,technician,married,no
35,entrepreneur,single,no
40,unemployed,single,no
58,management,married,no
48,blue-collar,married,no
37,technician,single,no
59,management,divorced,no
33,blue-collar,married,no
36,admin.,married,no
40,blue-collar,married,no
53,admin.,single,no
32,admin.,divorced,no
32,blue-collar,married,no
43,services,divorced,no
30,services,single,no
31,admin.,married,no
35,unemployed,single,no
39,services,married,no
57,management,married,no
33,self-employed,divorced,no
35,management,married,no
53,management,married,no
50,entrepreneur,married,no
46,unemployed,married,no
35,management,single,no
56,retired,married,no
54,admin.,divorced,no
56,services,married,no
43,management,married,no
40,technician,married,no
38,management,married,no
43,management,married,no
46,technician,married,no
29,blue-collar,married,no
33,technician,single,no
49,technician,married,no
53,blue-collar,divorced,no
54,retired,single,no
33,technician,married,no
39,management,married,no
38,admin.,single,no
49,admin.,married,no
33,technician,married,no
59,admin.,married,no
35,admin.,married,no
40,technician,married,no
31,services,single,no
35,technician,married,no
42,blue-collar,married,no
55,self-employed,married,no
33,blue-collar,married,no
31,technician,single,no
30,technician,single,no
30,blue-collar,single,no
37,blue-collar,married,no
30,technician,single,no
47,admin.,married,no
41,technician,married,no
44,technician,married,no
59,management,married,no
29,technician,married,no
51,services,married,no
32,blue-collar,married,no
36,blue-collar,married,no
30,management,married,no
34,housemaid,married,no
42,blue-collar,married,no
37,technician,married,no
42,blue-collar,single,no
31,services,married,no
34,admin.,single,no
32,self-employed,married,no
46,technician,divorced,no
32,blue-collar,married,no
37,admin.,single,no
39,management,married,no
37,management,single,no
32,self-employed,married,no
41,blue-collar,married,no
50,self-employed,married,no
57,management,married,no
37,admin.,single,no
56,entrepreneur,divorced,no
37,unemployed,married,no
32,blue-collar,married,no
30,management,single,no
27,blue-collar,single,no
36,management,married,no
34,management,single,no
53,services,married,no
58,management,married,no
31,admin.,single,no
38,services,married,no
32,management,single,no
31,services,married,no
59,admin.,divorced,no
41,blue-collar,married,no
33,technician,married,no
52,management,married,no
36,entrepreneur,married,no
37,management,married,no
39,services,single,no
36,management,married,no
30,management,married,no
32,management,single,no
47,blue-collar,married,no
38,management,single,no
51,management,married,no
27,services,single,no
58,retired,single,no
56,management,married,no
40,blue-collar,married,no
47,entrepreneur,married,no
23,blue-collar,single,no
46,blue-collar,married,no
57,services,married,no
40,services,married,no
30,admin.,married,no
58,retired,married,no
36,blue-collar,divorced,no
37,blue-collar,married,no
51,blue-collar,married,no
30,blue-collar,single,no
39,technician,married,no
33,blue-collar,married,no
60,blue-collar,married,no
29,self-employed,married,no
31,admin.,married,no
52,management,married,no
30,admin.,single,no
47,blue-collar,married,no
46,management,divorced,no
31,technician,married,no
29,blue-collar,married,no
34,services,married,no
44,services,married,no
60,blue-collar,married,no
51,services,married,no
31,housemaid,single,no
33,blue-collar,married,no
53,admin.,divorced,no
45,admin.,married,no
51,management,married,no
30,management,single,no
58,blue-collar,married,no
26,blue-collar,single,no
37,services,married,no
47,management,married,no
28,management,married,no
28,blue-collar,married,no
43,management,divorced,no
43,services,married,no
57,management,married,no
34,entrepreneur,married,no
36,admin.,divorced,no
32,technician,single,no
46,management,married,no
36,technician,married,no
33,management,married,no
48,blue-collar,married,no
58,entrepreneur,married,no
56,housemaid,married,no
53,management,married,no
41,blue-collar,married,no
35,admin.,married,no
31,management,married,no
51,admin.,divorced,no
40,technician,married,no
40,technician,divorced,no
44,services,married,no
37,blue-collar,married,no
49,entrepreneur,married,no
56,retired,married,no
25,student,single,no
29,management,single,no
35,admin.,single,no
41,entrepreneur,divorced,no
38,blue-collar,married,no
61,housemaid,married,no
36,technician,married,no
52,blue-collar,married,no
31,technician,single,no
33,unemployed,married,no
49,blue-collar,married,no
45,technician,single,no
71,retired,married,no
34,management,single,no
33,admin.,single,no
28,blue-collar,married,no
52,technician,married,no
54,blue-collar,married,no
51,blue-collar,married,no
59,retired,married,no
25,admin.,single,no
35,technician,married,no
49,blue-collar,married,no
33,technician,married,no
30,self-employed,single,no
46,services,married,no
43,services,single,no
28,blue-collar,single,no
41,blue-collar,married,no
60,housemaid,divorced,no
49,blue-collar,married,no
30,technician,single,no
45,unemployed,married,no
47,management,single,no
29,blue-collar,single,no
59,admin.,married,no
27,technician,married,no
37,technician,married,no
25,technician,divorced,no
39,technician,divorced,no
35,blue-collar,married,no
77,retired,married,no
58,retired,divorced,no
38,management,single,no
50,blue-collar,married,no
27,management,single,no
46,blue-collar,married,no
51,admin.,married,no
58,retired,married,no
42,entrepreneur,married,no
27,technician,married,no
34,technician,single,no
31,admin.,single,no
39,blue-collar,married,no
42,admin.,single,no
44,entrepreneur,married,no
51,management,divorced,no
50,admin.,single,no
32,blue-collar,married,no
45,blue-collar,married,no
29,admin.,single,no
53,blue-collar,married,no
29,services,married,no
57,admin.,married,no
41,blue-collar,married,no
58,technician,married,no
52,housemaid,married,no
44,admin.,married,no
34,blue-collar,married,no
44,management,married,no
56,technician,married,no
36,entrepreneur,married,no
45,management,divorced,no
57,management,married,no
49,management,married,no
37,blue-collar,married,no
44,blue-collar,divorced,no
40,blue-collar,married,no
28,technician,single,no
39,services,married,no
40,technician,single,no
33,management,single,no
37,management,single,no
36,services,married,no
39,blue-collar,divorced,no
26,technician,single,no
48,management,married,no
51,technician,married,no
35,technician,single,no
40,blue-collar,married,no
40,admin.,single,no
37,admin.,married,no
43,blue-collar,married,no
48,management,married,no
46,admin.,divorced,no
34,services,single,no
52,management,married,no
57,management,married,no
36,services,married,no
33,blue-collar,married,no
30,technician,single,no
34,management,married,no
35,management,single,no
34,blue-collar,single,no
32,technician,single,no
30,blue-collar,single,no
33,housemaid,married,no
31,technician,single,no
33,admin.,single,no
